id,eissn,title_display,article_type,author_display,journal,publication_date,score,abstract,keyword,bibjson.link,title,provider,publisher,subject,active,article_statistics.statistics,author_copyright.copyright,author_publishing_rights.publishing_rights,editorial_review.process,format,language,plagiarism_detection.detection
10.1371/journal.pone.0122021,1932-6203,Investigating Male Tobacco Use and Expenditure Patterns across Socio-Economic Groups in Nigeria,Research Article,"['Nkoli P. Uguru', 'Chinyere Mbachu', 'Ogochukwu P. Ibe', 'Chibuzo C. Uguru', 'Oluwakemi Odukoya', 'Chinenye Okwuosa', 'Obinna Onwujekwe']",PLoS ONE,2015-04-09T00:00:00Z,5.635475,"['\nThe magnitude of variation in economic costs of tobacco consumption among socio-economic status (SES) groups in Nigeria is unclear. Understanding the factors that influence tobacco use and expenditure among different socio-economic groups would inform decisions on interventions for tobacco control in Nigeria. Secondary data was obtained from the 2008 National demographic and health survey. Information on tobacco use and expenditure in households and individual males were extracted from the database. A total of 34,070 households and 15,846 individual males were sampled. Analysis was done using descriptive statistics and binary logistic regression analysis. Information on wealth index obtained were categorized into socio-economic quintile groups (Q1 to Q5), representing poorest to richest socio-economic groups. To estimate expenditure on cigarettes, the average cost of a stick of cigarette was obtained and multiplied with the number of sticks smoked per day. The proportion of households that use tobacco in Nigeria is 5.25% with a greater percentage (89.6%) residing in the rural areas. Prevalence of cigarette smoking in individual males is 8.59%, and the poorer SES group smoked more cigarettes (20.9%) and spent more (0.60–1.19USD) than the richest SES group. Low education level, traditional beliefs, literacy levels, SES and employment status all influence cigarette smoking in adult males. Although poor people smoked more and spent more of their income on cigarettes, other factors like educational level and traditional beliefs were found to influence practice of cigarette smoking in men. This implies that tobacco control legislation through increased taxes alone may not effectively reduce the use of tobacco and its products in Nigeria. A consolidated approach that includes behavioral change procedures, enforcing bans on tobacco advertisement and the use of strong graphic anti-tobacco messages targeted at both the poor and rich as well as the educated and uneducated need to be effected to reduce tobacco use.\n']",tobacco,http://europepmc.org/articles/PMC4391936?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0000985,1932-6203,A Multidirectional Non-Cell Autonomous Control and a Genetic Interaction Restricting Tobacco Etch Virus Susceptibility in Arabidopsis,Research Article,['Suresh Gopalan'],PLoS ONE,2007-10-03T00:00:00Z,5.635475,"['Background: Viruses constitute a major class of pathogens that infect a variety of hosts. Understanding the intricacies of signaling during host-virus interactions should aid in designing disease prevention strategies and in understanding mechanistic aspects of host and pathogen signaling machinery. Methodology/Principal Findings: An Arabidopsis mutant, B149, impaired in susceptibility to Tobacco etch virus (TEV), a positive strand RNA virus of picoRNA family, was identified using a high-throughput genetic screen and a counterselection scheme. The defects include initiation of infection foci, rate of cell-to-cell movement and long distance movement. Conclusions/Significance: The defect in infectivity is conferred by a recessive locus. Molecular genetic analysis and complementation analysis with three alleles of a previously published mutant lsp1 (loss of susceptibility to potyviruses) indicate a genetic interaction conferring haploinsufficiency between the B149 locus and certain alleles of lsp1 resulting in impaired host susceptibility. The pattern of restriction of TEV foci on leaves at or near the boundaries of certain cell types and leaf boundaries suggest dysregulation of a multidirectional non-cell autonomous regulatory mechanism. Understanding the nature of this multidirectional signal and the molecular genetic mechanism conferring it should potentially reveal a novel arsenal in the cellular machinery. ']",tobacco,http://europepmc.org/articles/PMC1991623?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0030141,1932-6203,Transgene Silencing and Transgene-Derived siRNA Production in Tobacco Plants Homozygous for an Introduced <i>AtMYB90</i> Construct,Research Article,"['Jeff Velten', 'Cahid Cakir', 'Eunseog Youn', 'Junping Chen', 'Christopher I. Cazzonelli']",PLoS ONE,2012-02-17T00:00:00Z,5.635475,"['\n        Transgenic tobacco (Nicotiana tabacum) lines were engineered to ectopically over-express AtMYB90 (PAP2), an R2–R3 Myb gene associated with regulation of anthocyanin production in Arabidopsis thaliana. Independently transformed transgenic lines, Myb27 and Myb237, accumulated large quantities of anthocyanin, generating a dark purple phenotype in nearly all tissues. After self-fertilization, some progeny of the Myb27 line displayed an unexpected pigmentation pattern, with most leaves displaying large sectors of dramatically reduced anthocyanin production. The green-sectored 27Hmo plants were all found to be homozygous for the transgene and, despite a doubled transgene dosage, to have reduced levels of AtMYB90 mRNA. The observed reduction in anthocyanin pigmentation and AtMYB90 mRNA was phenotypically identical to the patterns seen in leaves systemically silenced for the AtMYB90 transgene, and was associated with the presence of AtMYB90-derived siRNA homologous to both strands of a portion of the AtMYB90 transcribed region. Activation of transgene silencing in the Myb27 line was triggered when the 35S::AtMYB90 transgene dosage was doubled, in both Myb27 homozygotes, and in plants containing one copy of each of the independently segregating Myb27 and Myb237 transgene loci. Mapping of sequenced siRNA molecules to the Myb27 TDNA (including flanking tobacco sequences) indicated that the 3′ half of the AtMYB90 transcript is the primary target for siRNA associated silencing in both homozygous Myb27 plants and in systemically silenced tissues. The transgene within the Myb27 line was found to consist of a single, fully intact, copy of the AtMYB90 construct. Silencing appears to initiate in response to elevated levels of transgene mRNA (or an aberrant product thereof) present within a subset of leaf cells, followed by spread of the resulting small RNA to adjacent leaf tissues and subsequent amplification of siRNA production.\n      ']",tobacco,http://europepmc.org/articles/PMC3281821?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0047145,1932-6203,"The Effect of the California Tobacco Control Program on Smoking Prevalence, Cigarette Consumption, and Healthcare Costs: 1989–2008",Research Article,"['James Lightwood', 'Stanton A. Glantz']",PLoS ONE,2013-02-13T00:00:00Z,5.635475,"[""Background: Previous research has shown that tobacco control funding in California has reduced per capita cigarette consumption and per capita healthcare expenditures. This paper refines our earlier model by estimating the effect of California tobacco control funding on current smoking prevalence and cigarette consumption per smoker and the effect of prevalence and consumption on per capita healthcare expenditures. The results are used to calculate new estimates of the effect of the California Tobacco Program. Methodology/Principal Findings: Using state-specific aggregate data, current smoking prevalence and cigarette consumption per smoker are modeled as functions of cumulative California and control states' per capita tobacco control funding, cigarette price, and per capita income. Per capita healthcare expenditures are modeled as a function of prevalence of current smoking, cigarette consumption per smoker, and per capita income. One additional dollar of cumulative per capita tobacco control funding is associated with reduction in current smoking prevalence of 0.0497 (SE.00347) percentage points and current smoker cigarette consumption of 1.39 (SE.132) packs per smoker per year. Reductions of one percentage point in current smoking prevalence and one pack smoked per smoker are associated with $35.4 (SE $9.85) and $3.14 (SE.786) reductions in per capita healthcare expenditure, respectively (2010 dollars), using the National Income and Product Accounts (NIPA) measure of healthcare spending. Conclusions/Significance: Between FY 1989 and 2008 the California Tobacco Program cost $2.4 billion and led to cumulative NIPA healthcare expenditure savings of $134 (SE $30.5) billion. ""]",tobacco,http://europepmc.org/articles/PMC3572143?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0134734,1932-6203,"Protobacco Media Exposure and Youth Susceptibility to Smoking Cigarettes, Cigarette Experimentation, and Current Tobacco Use among US Youth",Research Article,"['Erika B. Fulmer', 'Torsten B. Neilands', 'Shanta R. Dube', 'Nicole M. Kuiper', 'Rene A. Arrazola', 'Stanton A. Glantz']",PLoS ONE,2015-08-26T00:00:00Z,5.635475,"['Purpose: Youth are exposed to many types of protobacco influences, including smoking in movies, which has been shown to cause initiation. This study investigates associations between different channels of protobacco media and susceptibility to smoking cigarettes, cigarette experimentation, and current tobacco use among US middle and high school students. Methods: By using data from the 2012 National Youth Tobacco Survey, structural equation modeling was performed in 2013. The analyses examined exposure to tobacco use in different channels of protobacco media on smoking susceptibility, experimentation, and current tobacco use, accounting for perceived peer tobacco use. Results: In 2012, 27.9% of respondents were never-smokers who reported being susceptible to trying cigarette smoking. Cigarette experimentation increased from 6.3% in 6th grade to 37.1% in 12th grade. Likewise, current tobacco use increased from 5.2% in 6th grade to 33.2% in 12th grade. Structural equation modeling supported a model in which current tobacco use is associated with exposure to static advertising through perception of peer use, and by exposure to tobacco use depicted on TV and in movies, both directly and through perception of peer use. Exposure to static advertising appears to directly increase smoking susceptibility but indirectly (through increased perceptions of peer use) to increase cigarette experimentation. Models that explicitly incorporate peer use as a mediator can better discern the direct and indirect effects of exposure to static advertising on youth tobacco use initiation. Conclusions: These findings underscore the importance of reducing youth exposure to smoking in TV, movies, and static advertising. ']",tobacco,http://europepmc.org/articles/PMC4550466?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0119814,1932-6203,Use of Smokeless Tobacco by Indian Women Aged 18–40 Years during Pregnancy and Reproductive Years,Research Article,"['Saritha Nair', 'Jean J. Schensul', 'Shahina Begum', 'Mangesh S. Pednekar', 'Cheryl Oncken', 'Sameena M. Bilgi', 'Achhelal R. Pasi', 'Balaiah Donta']",PLoS ONE,2015-03-18T00:00:00Z,5.635475,"['Objectives: This paper discusses patterns of daily smokeless tobacco (SLT) use and correlates of poly SLT use among married women aged 18–40 years in a Mumbai slum community with implications for tobacco control. Methods: Using a mixed methods approach, the study included a structured survey with 409 daily SLT users and in-depth interviews with 42 women. Participants for the survey were selected using a systematic sampling procedure (one woman in every fourth eligible household). Univariate and bivariate analysis, and multiple logistic regressions were conducted to identify demographic and social factors associated with women’s use of poly SLT products. To illustrate survey results, in-depth interviews were analyzed using Atlas ti software. Results: Sixty-four percent of the women surveyed used only one type of SLT; of these, 30% used mishri, 32% used pan with tobacco and the rest used chewed tobacco (11%), gul (17%) or gutkha (10%). Thirty-six percent used more than one type of SLT. Poly SLT users chewed or rubbed 50% more tobacco as compared to single users (mean consumption of tobacco per day: 9.54 vs. 6.49 grams; p<0.001). Women were more likely to be poly SLT users if they were illiterate as compared to literate (adjusted odds ratio [AOR]=1.67; 95% confidence interval [CI]=1.07-2.71), if they had lived in Mumbai for 10 years or more, versus less than ten years (AOR=1.67, 95% CI=1.03-2.71); and if their husband was a poly SLT user as compared to a non SLT user (AOR=2.78, 95% CI=1.63-4.76). No differences were noted between pregnant and non-pregnant women in SLT consumption patterns. Conclusions: Tobacco control policies and programs must focus specifically on both social context and use patterns to address SLT use among women of reproductive age with special attention to poly SLT users, an understudied and vulnerable population. ']",tobacco,http://europepmc.org/articles/PMC4364978?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0099559,1932-6203,"Intestinal Parasitic Infections among Prison Inmates and Tobacco Farm Workers in Shewa Robit, North-Central Ethiopia",Research Article,['Hassen Mamo'],PLoS ONE,2014-06-13T00:00:00Z,5.635475,"['Background: Intestinal parasitic infections (IPIs) particularly soil-transmitted helminthiasis (STH) and schistosomiasis are among neglected tropical diseases (NTDs) globally. Apart from being associated with anemia, malabsorption and retarded cognitive development these diseases are complicating the clinical picture of more serious infections like HIV, TB and malaria. Renewed and up-to-date information on the epidemiology of IPIs in more vulnerable groups such as irrigated-farm workers and prisoners would significantly contribute towards improving the health condition of such at-risk groups. Methods: A cross-sectional survey was conducted to determine the prevalence of IPIs among prison inmates and tobacco farm workers in Shewa-Robit, north-central Ethiopia in November 2008. A total of 236 fecal samples were examined microscopically to detect helminths and/or protozoa using direct-smear and formol-ether concentration methods. Results: Overall, 8 intestinal parasite species have been recovered singly or in combinations from 146 (61.8 %) samples. The prevalence in prison population (88/121\u200a=\u200a72.7%) was significantly higher than that in tobacco farm (58/115\u200a=\u200a50.4%). There were no significant differences in the prevalence of IPI by most socio-demographics. Except for hookworm there was no significant difference in parasite prevalence between different age-groups though the frequency of individual parasites slightly varied between the age-groups. Multivariate logistic regression analysis showed that inmates were more likely to acquire IPIs than tobacco-farm workers (Odds Ratio (OR) \u200a=\u200a2.62, 95% confidence interval (CI) \u200a=\u200a1.52–4.5). In addition, participants who did not report past treatment for IPIs were more likely to acquire IPIs than participants who self-reported treatment for IPIs in the past twelve months (OR\u200a=\u200a3.25, 95% CI\u200a=\u200a1.75–6.06). All other socio-demographics were not significantly associated with IPIs in univariate analysis. Entamoeba histolytica/dispar/moshkovskii was the most frequently encountered species in both study sites accounting for 48.8 and 51.7 percent of the positives in prison and tobacco farm population respectively. Other intestinal parasites detected, with slight variation in prevalence in the two study areas, were hookworm, Ascaris lumbricoides, Trichuris trichiura, Schistosoma mansoni, Strongyloides stercolaris, Hymenolepis nana and Taenia sp. 35.5 and 33.0 percent of the total positive cases were mixed infections in Shewa Robit prison and tobacco farm, respectively. Conclusion: The results show that IPIs are common health problems in the studied populations. ']",tobacco,http://europepmc.org/articles/PMC4057221?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0128305,1932-6203,Changes in the Prevalence of Tobacco Consumption and the Profile of Spanish Smokers after a Comprehensive Smoke-Free Policy,Research Article,"['Monica Perez-Rios', 'Esteve Fernandez', 'Anna Schiaffino', 'Manel Nebot', 'Maria Jose Lopez']",PLoS ONE,2015-06-11T00:00:00Z,5.635475,"['Background: A partial smoke-free regulation in Spain was introduced on January 1, 2006, which was subsequently amended to introduce a comprehensive smoke-free policy from 2 January 2011 onward. The objective of this study was to compare the prevalence of tobacco consumption in Spain and the profile of smokers before (2006) and after (2011) the comprehensive smoking ban passed in 2010. Methods: Two independent, cross-sectional, population-based surveys were carried out among the adult (≥ 18 years old) Spanish population in 2006 and 2011 through telephone interviews. Both surveys used the same methods and questionnaire. Nicotine dependence was assessed with the Fagerström Test for nicotine dependence and readiness to quit according to the stages of change. Results: The prevalence of tobacco consumption showed a nonsignificant decrease from 23.4% in 2006 to 20.7% in 2011. No changes were observed in nicotine dependence or readiness to quit. In 2011, most smokers (76%) showed low nicotine dependence and were mainly in the precontemplation stage (72%). Conclusions: The prevalence of smokers has slightly decreased since the introduction of the total smoking ban in Spain. No differences were found in nicotine dependence or readiness to quit. ']",tobacco,http://europepmc.org/articles/PMC4465936?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0065120,1932-6203,A Wheat WRKY Transcription Factor TaWRKY10 Confers Tolerance to Multiple Abiotic Stresses in Transgenic Tobacco,Research Article,"['Chen Wang', 'Pengyi Deng', 'Liulin Chen', 'Xiatian Wang', 'Hui Ma', 'Wei Hu', 'Ningcong Yao', 'Ying Feng', 'Ruihong Chai', 'Guangxiao Yang', 'Guangyuan He']",PLoS ONE,2013-06-10T00:00:00Z,5.635475,"['\nWRKY transcription factors are reported to be involved in defense regulation, stress response and plant growth and development. However, the precise role of WRKY transcription factors in abiotic stress tolerance is not completely understood, especially in crops. In this study, we identified and cloned 10 WRKY genes from genome of wheat (Triticum aestivum L.). TaWRKY10, a gene induced by multiple stresses, was selected for further investigation. TaWRKY10 was upregulated by treatment with polyethylene glycol, NaCl, cold and H2O2. Result of Southern blot indicates that the wheat genome contains three copies of TaWRKY10. The TaWRKY10 protein is localized in the nucleus and functions as a transcriptional activator. Overexpression of TaWRKY10 in tobacco (Nicotiana tabacum L.) resulted in enhanced drought and salt stress tolerance, mainly demonstrated by the transgenic plants exhibiting of increased germination rate, root length, survival rate, and relative water content under these stress conditions. Further investigation showed that transgenic plants also retained higher proline and soluble sugar contents, and lower reactive oxygen species and malonaldehyde contents. Moreover, overexpression of the TaWRKY10 regulated the expression of a series of stress related genes. Taken together, our results indicate that TaWRKY10 functions as a positive factor under drought and salt stresses by regulating the osmotic balance, ROS scavenging and transcription of stress related genes.\n']",tobacco,http://europepmc.org/articles/PMC3677898?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0024097,1932-6203,P2X7 Receptor and Caspase 1 Activation Are Central to Airway Inflammation Observed after Exposure to Tobacco Smoke,Research Article,"['Suffwan Eltom', 'Christopher S. Stevenson', 'Joseph Rastrick', 'Nicole Dale', 'Kristof Raemdonck', 'Sissie Wong', 'Matthew C. Catley', 'Maria G. Belvisi', 'Mark A. Birrell']",PLoS ONE,2011-09-06T00:00:00Z,5.635475,"['\n        Chronic Obstructive Pulmonary Disease (COPD) is a cigarette smoke (CS)-driven inflammatory airway disease with an increasing global prevalence. Currently there is no effective medication to stop the relentless progression of this disease. It has recently been shown that an activator of the P2X7/inflammasome pathway, ATP, and the resultant products (IL-1β/IL-18) are increased in COPD patients. The aim of this study was to determine whether activation of the P2X7/caspase 1 pathway has a functional role in CS-induced airway inflammation. Mice were exposed to CS twice a day to induce COPD-like inflammation and the role of the P2X7 receptor was investigated. We have demonstrated that CS-induced neutrophilia in a pre-clinical model is temporally associated with markers of inflammasome activation, (increased caspase 1 activity and release of IL-1β/IL-18) in the lungs. A selective P2X7 receptor antagonist and mice genetically modified so that the P2X7 receptors were non-functional attenuated caspase 1 activation, IL-1β release and airway neutrophilia. Furthermore, we demonstrated that the role of this pathway was not restricted to early stages of disease development by showing increased caspase 1 activation in lungs from a more chronic exposure to CS and from patients with COPD. This translational data suggests the P2X7/Inflammasome pathway plays an ongoing role in disease pathogenesis. These results advocate the critical role of the P2X7/caspase 1 axis in CS-induced inflammation, highlighting this as a possible therapeutic target in combating COPD.\n      ']",tobacco,http://europepmc.org/articles/PMC3167831?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0068132,1932-6203,Joint and Independent Effects of Alcohol Drinking and Tobacco Smoking on Oral Cancer: A Large Case-Control Study,Research Article,"['José Leopoldo Ferreira Antunes', 'Tatiana Natasha Toporcov', 'Maria Gabriela Haye Biazevic', 'Antonio Fernando Boing', 'Crispian Scully', 'Stefano Petti']",PLoS ONE,2013-07-10T00:00:00Z,5.635475,"['\nAlcohol drinking and tobacco smoking are assumed to have significant independent and joint effects on oral cancer (OC) development. This assumption is based on consistent reports from observational studies, which, however, overestimated the independent effects of smoking and drinking, because they did not account for the interaction effect in multivariable analyses. This case-control study sought to investigate the independent and the joint effects of smoking and drinking on OC in a homogeneous sample of adults. Case patients (N\u200a=\u200a1,144) were affected by invasive oral/oropharyngeal squamous cell carcinoma confirmed histologically, diagnosed between 1998 and 2008 in four hospitals of São Paulo (Brazil). Control patients (N\u200a=\u200a1,661) were not affected by drinking-, smoking-associated diseases, cancers, upper aero-digestive tract diseases. Cumulative tobacco and alcohol consumptions were assessed anamnestically. Patients were categorized into never/ever users and never/level-1/level-2 users, according to the median consumption level in controls. The effects of smoking and drinking on OC adjusted for age, gender, schooling level were assessed using logistic regression analysis; Model-1 did not account for the smoking-drinking interaction; Model-2 accounted for this interaction and included the resultant interaction terms. The models were compared using the likelihood ratio test. According to Model-1, the adjusted odds ratios (ORs) for smoking, drinking, smoking-drinking were 3.50 (95% confidence interval –95CI, 2.76–4.44), 3.60 (95CI, 2.86–4.53), 12.60 (95CI, 7.89–20.13), respectively. According to Model-2 these figures were 1.41 (95CI, 1.02–1.96), 0.78 (95CI, 0.48–1.27), 8.16 (95CI, 2.09–31.78). Analogous results were obtained using three levels of exposure to smoking and drinking. Model-2 showed statistically significant better goodness-of-fit statistics than Model-1. Drinking was not independently associated with OC, while the independent effect of smoking was lower than expected, suggesting that observational studies should be revised adequately accounting for the smoking-drinking interaction. OC control policies should focus on addictive behaviours rather than on single lifestyle risk factors.\n']",tobacco,http://europepmc.org/articles/PMC3707956?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0009917,1932-6203,"A Spontaneous Dominant-Negative Mutation within a
                        35S::<i>AtMYB90</i> Transgene Inhibits Flower Pigment Production
                    in Tobacco",Research Article,"['Jeff Velten', 'Cahid Cakir', 'Christopher I. Cazzonelli']",PLoS ONE,2010-03-29T00:00:00Z,5.635475,"['Background: In part due to the ease of visual detection of phenotypic changes,\n                        anthocyanin pigment production has long been the target of genetic and\n                        molecular research in plants. Specific members of the large family of plant\n                        myb transcription factors have been found to play critical roles in\n                        regulating expression of anthocyanin biosynthetic genes and these genes\n                        continue to serve as important tools in dissecting the molecular mechanisms\n                        of plant gene regulation. Findings: A spontaneous mutation within the coding region of an Arabidopsis\n                            35S::AtMYB90 transgene converted the activator of\n                        plant-wide anthocyanin production to a dominant-negative allele (PG-1) that\n                        inhibits normal pigment production within tobacco petals. Sequence analysis\n                        identified a single base change that created a premature nonsense codon,\n                        truncating the encoded myb protein. The resulting mutant protein lacks 78\n                        amino acids from the wild type C-terminus and was confirmed as the source of\n                        the white-flower phenotype. A putative tobacco homolog of\n                            AtMYB90 (NtAN2) was isolated and found\n                        to be expressed in flower petals but not leaves of all tobacco plants\n                        tested. Using transgenic tobacco constitutively expressing the\n                            NtAN2 gene confirmed the NtAN2 protein as the likely\n                        target of PG-1-based inhibition of tobacco pigment production. Conclusions: Messenger RNA and anthocyanin analysis of PG-1Sh transgenic lines (and PG-1Sh\n                        x purple 35S::NtAN2 seedlings) support a model in which the\n                        mutant myb transgene product acts as a competitive inhibitor of the native\n                        tobacco NtAN2 protein. This finding is important to researchers in the field\n                        of plant transcription factor analysis, representing a potential outcome for\n                        experiments analyzing in vivo protein function in test\n                        transgenic systems that over-express or mutate plant transcription\n                        factors. ']",tobacco,http://europepmc.org/articles/PMC2847903?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0109184,1932-6203,Risk of Childhood Overweight after Exposure to Tobacco Smoking in Prenatal and Early Postnatal Life,Research Article,"['Susanne Eifer Møller', 'Teresa Adeltoft Ajslev', 'Camilla Schou Andersen', 'Christine Dalgård', 'Thorkild I. A. Sørensen']",PLoS ONE,2014-10-13T00:00:00Z,5.635475,"[""Objective: To investigate the association between exposure to mothers smoking during prenatal and early postnatal life and risk of overweight at age 7 years, while taking birth weight into account. Methods: From the Danish National Birth Cohort a total of 32,747 families were identified with available information on maternal smoking status in child's pre- and postnatal life and child's birth weight, and weight and height at age 7 years. Outcome was overweight according to the International Obesity Task Force gender and age specific body mass index. Smoking exposure was categorized into four groups: no exposure (n\u200a=\u200a25,076); exposure only during pregnancy (n\u200a=\u200a3,343); exposure only postnatally (n\u200a=\u200a140); and exposure during pregnancy and postnatally (n\u200a=\u200a4,188). Risk of overweight according to smoking status as well as dose-response relationships were estimated by crude and adjusted odds ratios using logistic regression models. Results: Exposure to smoking only during pregnancy, or both during pregnancy and postnatally were both significantly associated with overweight at 7 years of age (OR: 1.31, 95% CI: 1.15–1.48, and OR: 1.76, 95% CI: 1.58–1.97, respectively). Analyses excluding children with low birth weight (<2,500 gram) revealed similar results. A significant prenatal dose-response relationship was found. Per one additional cigarette smoked per day an increase in risk of overweight was observed (OR: 1.02, 95% CI: 1.01–1.03). When adjusting for quantity of smoking during pregnancy, prolonged exposure after birth further increased the risk of later overweight in the children (OR 1.28, 95% CI:1.09–1.50) compared with exposure only in the prenatal period. Conclusions: Mother's perinatal smoking increased child's OR of overweight at age 7 years irrespective of birth weight, and with higher OR if exposed both during pregnancy and in early postnatal life. Clear dose-response relationships were observed, which emphasizes the need for prevention of any tobacco exposure of infants. ""]",tobacco,http://europepmc.org/articles/PMC4195647?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0066050,1932-6203,"RNA Interference towards the Potato Psyllid, <i>Bactericera cockerelli</i>, Is Induced in Plants Infected with Recombinant <i>Tobacco mosaic virus</i> (TMV)",Research Article,"['Hada Wuriyanghan', 'Bryce W. Falk']",PLoS ONE,2013-06-18T00:00:00Z,5.635475,"['\nThe potato/tomato psyllid, Bactericera cockerelli (B. cockerelli), is an important plant pest and the vector of the phloem-limited bacterium Candidatus Liberibacter psyllaurous (solanacearum), which is associated with the zebra chip disease of potatoes. Previously, we reported induction of RNA interference effects in B. cockerelli via in vitro-prepared dsRNA/siRNAs after intrathoracic injection, and after feeding of artificial diets containing these effector RNAs. In order to deliver RNAi effectors via plant hosts and to rapidly identify effective target sequences in plant-feeding B. cockerelli, here we developed a plant virus vector-based in planta system for evaluating candidate sequences. We show that recombinant Tobacco mosaic virus (TMV) containing B. cockerelli sequences can efficiently infect and generate small interfering RNAs in tomato (Solanum lycopersicum), tomatillo (Physalis philadelphica) and tobacco (Nicotiana tabacum) plants, and more importantly delivery of interfering sequences via TMV induces RNAi effects, as measured by actin and V-ATPase mRNA reductions, in B. cockerelli feeding on these plants. RNAi effects were primarily detected in the B. cockerelli guts. In contrast to our results with TMV, recombinant Potato virus X (PVX) and Tobacco rattle virus (TRV) did not give robust infections in all plants and did not induce detectable RNAi effects in B. cockerelli. The greatest RNA interference effects were observed when B. cockerelli nymphs were allowed to feed on leaf discs collected from inoculated or lower expanded leaves from corresponding TMV-infected plants. Tomatillo plants infected with recombinant TMV containing B. cockerelli actin or V-ATPase sequences also showed phenotypic effects resulting in decreased B. cockerelli progeny production as compared to plants infected by recombinant TMV containing GFP. These results showed that RNAi effects can be achieved in plants against the phloem feeder, B. cockerelli, and the TMV-plant system will provide a faster and more convenient method for screening of suitable RNAi target sequences in planta.\n']",tobacco,http://europepmc.org/articles/PMC3688868?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
