id,title_display,author_display,journal,full_text_link,score,keyword,publisher,subject,article_statistics
10.1371/journal.pone.0138211,Tobacco Stained Fingers and Its Association with Death and Hospital Admission: A Retrospective Cohort Study,"['Gregor John', 'Céline Louis', 'Amandine Berner', 'Daniel Genné']",PLoS ONE,http://europepmc.org/articles/PMC4573751?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0110290,Split-Cre Complementation Restores Combination Activity on Transgene Excision in Hair Roots of Transgenic Tobacco,"['Mengling Wen', 'Yuan Gao', 'Lijun Wang', 'Lingyu Ran', 'Jiahui Li', 'Keming Luo']",PLoS ONE,http://europepmc.org/articles/PMC4201524?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0159127,Smokers with Self-Reported Mental Health Conditions: A Case for Screening in the Context of Tobacco Cessation Services,"['Gary J. Tedeschi', 'Sharon E. Cummins', 'Christopher M. Anderson', 'Robert M. Anthenelli', 'Yue-Lin Zhuang', 'Shu-Hong Zhu']",PLoS ONE,http://europepmc.org/articles/PMC4938618?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0130858,Development of a Multivalent Subunit Vaccine against Tularemia Using Tobacco Mosaic Virus (TMV) Based Delivery System,"['Sukalyani Banik', 'Ahd Ahmed Mansour', 'Ragavan Varadharajan Suresh', 'Sherri Wykoff-Clary', 'Meenakshi Malik', 'Alison A. McCormick', 'Chandra Shekhar Bakshi']",PLoS ONE,http://europepmc.org/articles/PMC4476615?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0031347,Tobacco Rattle Virus Vector: A Rapid and Transient Means of Silencing <i>Manduca sexta</i> Genes by Plant Mediated RNA Interference,"['Pavan Kumar', 'Sagar Subhash Pandit', 'Ian T. Baldwin']",PLoS ONE,http://europepmc.org/articles/PMC3270032?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0032363,Comparison of Tobacco Control Scenarios: Quantifying Estimates of Long-Term Health Impact Using the DYNAMO-HIA Modeling Tool,"['Margarete C. Kulik', 'Wilma J. Nusselder', 'Hendriek C. Boshuizen', 'Stefan K. Lhachimi', 'Esteve Fernández', 'Paolo Baili', 'Kathleen Bennett', 'Johan P. Mackenbach', 'H. A. Smit']",PLoS ONE,http://europepmc.org/articles/PMC3285691?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0107451,Tobacco Smoking in HIV-Infected versus General Population in France: Heterogeneity across the Various Groups of People Living with HIV,"['Laure Tron', 'France Lert', 'Bruno Spire', 'Rosemary Dray-Spira', 'the ANRS-Vespa2 study group ']",PLoS ONE,http://europepmc.org/articles/PMC4159331?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0102750,Metallothionein 2 (<i>SaMT2</i>) from <i>Sedum alfredii</i> Hance Confers Increased Cd Tolerance and Accumulation in Yeast and Tobacco,"['Jie Zhang', 'Min Zhang', 'Shengke Tian', 'Lingli Lu', 'M. J. I. Shohag', 'Xiaoe Yang']",PLoS ONE,http://europepmc.org/articles/PMC4102533?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0088784,The Association of Tobacco Control Policies and the Risk of Acute Myocardial Infarction Using Hospital Admissions Data,"['Carmen Jan', 'Marcos Lee', 'Reina Roa', 'Víctor Herrera', 'Michael Politis', 'Jorge Motta']",PLoS ONE,http://europepmc.org/articles/PMC3919809?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0019474,The Expression of a Xylanase Targeted to ER-Protein Bodies Provides a Simple Strategy to Produce Active Insoluble Enzyme Polymers in Tobacco Plants,"['Immaculada Llop-Tous', 'Miriam Ortiz', 'Margarita Torrent', 'M. Dolors Ludevid']",PLoS ONE,http://europepmc.org/articles/PMC3084875?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0115900,"Factors Associated with Tobacco Smoking and Cessation among HIV-Infected Individuals under Care in Rio de Janeiro, Brazil","['Thiago S. Torres', 'Paula M. Luz', 'Monica Derrico', 'Luciane Velasque', 'Eduarda Grinsztejn', 'Valdiléa G. Veloso', 'Sandra W. Cardoso', 'Marília Santini-Oliveira', 'Beatriz Grinsztejn', 'Raquel Brandini De Boni']",PLoS ONE,http://europepmc.org/articles/PMC4275249?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0115906,Changes in Cell Wall Properties Coincide with Overexpression of Extensin Fusion Proteins in Suspension Cultured Tobacco Cells,"['Li Tan', 'Yunqiao Pu', 'Sivakumar Pattathil', 'Utku Avci', 'Jin Qian', 'Allison Arter', 'Liwei Chen', 'Michael G. Hahn', 'Arthur J. Ragauskas', 'Marcia J. Kieliszewski']",PLoS ONE,http://europepmc.org/articles/PMC4275275?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0129589,"<i>TaPP2C1</i>, a Group F2 Protein Phosphatase 2C Gene, Confers Resistance to Salt Stress in Transgenic Tobacco","['Wei Hu', 'Yan Yan', 'Xiaowan Hou', 'Yanzhen He', 'Yunxie Wei', 'Guangxiao Yang', 'Guangyuan He', 'Ming Peng']",PLoS ONE,http://europepmc.org/articles/PMC4461296?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0104620,Assessment of Cultivation Factors that Affect Biomass and Geraniol Production in Transgenic Tobacco Cell Suspension Cultures,"['Nikolay Vasilev', 'Christian Schmitz', 'Ulrike Grömping', 'Rainer Fischer', 'Stefan Schillberg']",PLoS ONE,http://europepmc.org/articles/PMC4130582?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0137740,Changes in Tobacco Smoke Exposure following the Institution of a Smoke-Free Policy in the Boston Housing Authority,"['Douglas E. Levy', 'Gary Adamkiewicz', 'Nancy A. Rigotti', 'Shona C. Fang', 'Jonathan P. Winickoff']",PLoS ONE,http://europepmc.org/articles/PMC4567081?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0027120,Comparative Transcriptional Analysis Reveals Differential Gene Expression between Asymmetric and Symmetric Zygotic Divisions in Tobacco,"['Tian-Xiang Hu', 'Miao Yu', 'Jie Zhao']",PLoS ONE,http://europepmc.org/articles/PMC3206072?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0041722,Investigating the Production of Foreign Membrane Proteins in Tobacco Chloroplasts: Expression of an Algal Plastid Terminal Oxidase,"['Niaz Ahmad', 'Franck Michoux', 'Peter J. Nixon']",PLoS ONE,http://europepmc.org/articles/PMC3404998?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0111379,The <i>SbMT-2</i> Gene from a Halophyte Confers Abiotic Stress Tolerance and Modulates ROS Scavenging in Transgenic Tobacco,"['Amit Kumar Chaturvedi', 'Manish Kumar Patel', 'Avinash Mishra', 'Vivekanand Tiwari', 'Bhavanath Jha']",PLoS ONE,http://europepmc.org/articles/PMC4207811?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0186873,"Hypomethylated <i>Fgf3</i> is a potential biomarker for early detection of oral cancer in mice treated with the tobacco carcinogen dibenzo[<i>def</i>,<i>p</i>]chrysene","['Yuan-Wan Sun', 'Kun-Ming Chen', 'Yuka Imamura Kawasawa', 'Anna C. Salzberg', 'Timothy K. Cooper', 'Carla Caruso', 'Cesar Aliaga', 'Junjia Zhu', 'Krishne Gowda', 'Shantu Amin', 'Karam El-Bayoumy']",PLoS ONE,http://europepmc.org/articles/PMC5658092?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0057938,Identification of an Internal RNA Element Essential for Replication and Translational Enhancement of <i>Tobacco Necrosis Virus A</i><sup>C</sup>,"['Heng Pu', 'Jiang Li', 'Dawei Li', 'Chenggui Han', 'Jialin Yu']",PLoS ONE,http://europepmc.org/articles/PMC3583896?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0071714,Induced Expression of <i>AtLEC1</i> and <i>AtLEC2</i> Differentially Promotes Somatic Embryogenesis in Transgenic Tobacco Plants,"['Fengdan Guo', 'Chuanliang Liu', 'Han Xia', 'Yuping Bi', 'Chuanzhi Zhao', 'Shuzhen Zhao', 'Lei Hou', 'Fuguang Li', 'Xingjun Wang']",PLoS ONE,http://europepmc.org/articles/PMC3741171?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0155258,Comparative Genomics of Pathogens Causing Brown Spot Disease of Tobacco: <i>Alternaria longipes</i> and <i>Alternaria alternata</i>,"['Yujie Hou', 'Xiao Ma', 'Wenting Wan', 'Ni Long', 'Jing Zhang', 'Yuntao Tan', 'Shengchang Duan', 'Yan Zeng', 'Yang Dong']",PLoS ONE,http://europepmc.org/articles/PMC4861331?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0016878,Geographical Representativeness of Published and Ongoing Randomized Controlled Trials. The Example of: Tobacco Consumption and HIV Infection,"['Nizar Ahmad', 'Isabelle Boutron', 'Agnes Dechartres', 'Pierre Durieux', 'Philippe Ravaud']",PLoS ONE,http://europepmc.org/articles/PMC3036724?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0072624,The Influence of Tobacco Smoking on the Relationship between Pressure and Flow in the Middle Cerebral Artery in Humans,"['Karen C. Peebles', 'Helen Horsman', 'Yu-Chieh Tzeng']",PLoS ONE,http://europepmc.org/articles/PMC3744580?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0099446,Infection Cycle of <i>Artichoke Italian Latent Virus</i> in Tobacco Plants: Meristem Invasion and Recovery from Disease Symptoms,"['Elisa Santovito', 'Tiziana Mascia', 'Shahid A. Siddiqui', 'Serena Anna Minutillo', 'Jari P. T. Valkonen', 'Donato Gallitelli']",PLoS ONE,http://europepmc.org/articles/PMC4050035?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0030584,Is There Any Association between Use of Smokeless Tobacco Products and Coronary Heart Disease in Bangladesh?,"['Muhammad Aziz Rahman', 'Nicola Spurrier', 'Mohammad Afzal Mahmood', 'Mahmudur Rahman', 'Sohel Reza Choudhury', 'Stephen Leeder']",PLoS ONE,http://europepmc.org/articles/PMC3262837?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0099347,Influence of Elastin-Like Polypeptide and Hydrophobin on Recombinant Hemagglutinin Accumulations in Transgenic Tobacco Plants,"['Hoang Trong Phan', 'Bettina Hause', 'Gerd Hause', 'Elsa Arcalis', 'Eva Stoger', 'Daniel Maresch', 'Friedrich Altmann', 'Jussi Joensuu', 'Udo Conrad']",PLoS ONE,http://europepmc.org/articles/PMC4051685?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0127418,Pectin Enhances Bio-Control Efficacy by Inducing Colonization and Secretion of Secondary Metabolites by <i>Bacillus amyloliquefaciens</i> SQY 162 in the Rhizosphere of Tobacco,"['Kai Wu', 'Zhiying Fang', 'Rong Guo', 'Bin Pan', 'Wen Shi', 'Saifei Yuan', 'Huilin Guan', 'Ming Gong', 'Biao Shen', 'Qirong Shen']",PLoS ONE,http://europepmc.org/articles/PMC4440637?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0148489,Effect of Tobacco Control Policies on Information Seeking for Smoking Cessation in the Netherlands: A Google Trends Study,"['Sigrid A. Troelstra', 'Jizzo R. Bosdriesz', 'Michiel R. de Boer', 'Anton E. Kunst']",PLoS ONE,http://europepmc.org/articles/PMC4746073?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0023153,Genes of Both Parental Origins Are Differentially Involved in Early Embryogenesis of a Tobacco Interspecies Hybrid,"['Jun-E Zhang', 'An Luo', 'Hai-Ping Xin', 'Jing Zhao', 'Shi-Sheng Li', 'Liang-Huan Qu', 'Li-Gang Ma', 'Stefan Scholten', 'Meng-Xiang Sun']",PLoS ONE,http://europepmc.org/articles/PMC3150392?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0146799,Waterpipe Tobacco Use in the United Kingdom: A Cross-Sectional Study among University Students and Stop Smoking Practitioners,"['Mohammed Jawad', 'Elham Choaie', 'Leonie Brose', 'Omara Dogar', 'Aimee Grant', 'Elizabeth Jenkinson', 'Andy McEwen', 'Christopher Millett', 'Lion Shahab']",PLoS ONE,http://europepmc.org/articles/PMC4706414?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0191008,Educational gradients in the use of electronic cigarettes and heat-not-burn tobacco products in Japan,"['Yuki Miyazaki', 'Takahiro Tabuchi']",PLoS ONE,http://europepmc.org/articles/PMC5766136?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0192489,Systematic review of school tobacco prevention programs in African countries from 2000 to 2016,"['Akihiro Nishio', 'Junko Saito', 'Sachi Tomokawa', 'Jun Kobayashi', 'Yuka Makino', 'Takeshi Akiyama', 'Kimihiro Miyake', 'Mayumi Yamamoto']",PLoS ONE,http://europepmc.org/articles/PMC5800696?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0158858,Exposure of Human Lung Cells to Tobacco Smoke Condensate Inhibits the Nucleotide Excision Repair Pathway,"['Nathaniel Holcomb', 'Mamta Goswami', 'Sung Gu Han', 'Samuel Clark', 'David K. Orren', 'C. Gary Gairola', 'Isabel Mellon']",PLoS ONE,http://europepmc.org/articles/PMC4938567?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0030013,Multiple Pathway-Based Genetic Variations Associated with Tobacco Related Multiple Primary Neoplasms,"['Ashwin Kotnis', 'Junghyun Namkung', 'Sadhana Kannan', 'Nallala Jayakrupakar', 'Taesung Park', 'Rajiv Sarin', 'Rita Mulherkar']",PLoS ONE,http://europepmc.org/articles/PMC3256192?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0057187,Expression of Fungal Cutinase and Swollenin in Tobacco Chloroplasts Reveals Novel Enzyme Functions and/or Substrates,"['Dheeraj Verma', 'Shuangxia Jin', 'Anderson Kanagaraj', 'Nameirakpam D. Singh', 'Jaiyanth Daniel', 'Pappachan E. Kolattukudy', 'Michael Miller', 'Henry Daniell']",PLoS ONE,http://europepmc.org/articles/PMC3581449?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0016136,Substrate Profiling of Tobacco Etch Virus Protease Using a Novel Fluorescence-Assisted Whole-Cell Assay,"['George Kostallas', 'Per-Åke Löfdahl', 'Patrik Samuelson']",PLoS ONE,http://europepmc.org/articles/PMC3022733?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0014728,Guggulsterone Targets Smokeless Tobacco Induced PI3K/Akt Pathway in Head and Neck Cancer Cells,"['Muzafar A. Macha', 'Ajay Matta', 'Shyam Singh Chauhan', 'K. W. Michael Siu', 'Ranju Ralhan']",PLoS ONE,http://europepmc.org/articles/PMC3044714?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0036962,The Cumulative Effects of Polymorphisms in the DNA Mismatch Repair Genes and Tobacco Smoking in Oesophageal Cancer Risk,"['Matjaz Vogelsang', 'Yabing Wang', 'Nika Veber', 'Lamech M. Mwapagha', 'M. Iqbal Parker']",PLoS ONE,http://europepmc.org/articles/PMC3356375?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0149251,Comparison of the Performance of Cartomizer Style Electronic Cigarettes from Major Tobacco and Independent Manufacturers,"['Monique Williams', 'Amanda Villarreal', 'Barbara Davis', 'Prue Talbot']",PLoS ONE,http://europepmc.org/articles/PMC4758646?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0090982,Evaluation of Systematic Assessment of Asthma-Like Symptoms and Tobacco Smoke Exposure in Early Childhood by Well-Child Professionals: A Randomised Trial,"['Esther Hafkamp-de Groen', 'Ralf J. P. van der Valk', 'Ashna D. Mohangoo', 'Johannes C. van der Wouden', 'Liesbeth Duijts', 'Vincent W. Jaddoe', 'Albert Hofman', 'Harry J. de Koning', 'Johan C. de Jongste', 'Hein Raat']",PLoS ONE,http://europepmc.org/articles/PMC3953324?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0198119,Patterns of tobacco use in the United Arab Emirates Healthy Future (UAEHFS) pilot study,"['Mohammed Al-Houqani', 'Andrea Leinberger-Jabari', 'Abdullah Al Naeemi', 'Abdullah Al Junaibi', 'Eiman Al Zaabi', 'Naima Oumeziane', 'Marina Kazim', 'Fatima Al Maskari', 'Ayesha Al Dhaheri', 'Leila Abdel Wareth', 'Wael Al Mahmeed', 'Habiba Alsafar', 'Fatme Al Anouti', 'Abdishakur Abdulle', 'Claire K. Inman', 'Aisha Al Hamiz', 'Muna Haji', 'Jiyoung Ahn', 'Tomas Kirchhoff', 'Richard B. Hayes', 'Ravichandran Ramasamy', 'Ann Marie Schmidt', 'Omar El Shahawy', 'Michael Weitzman', 'Raghib Ali', 'Scott Sherman']",PLoS ONE,http://europepmc.org/articles/PMC5976156?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0120669,Overexpression of Poplar Xylem Sucrose Synthase in Tobacco Leads to a Thickened Cell Wall and Increased Height,"['Zhigang Wei', 'Zanshuang Qu', 'Lijie Zhang', 'Shuanjing Zhao', 'Zhihong Bi', 'Xiaohui Ji', 'Xiaowen Wang', 'Hairong Wei']",PLoS ONE,http://europepmc.org/articles/PMC4373717?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0069881,"<i>TaCIPK29</i>, a CBL-Interacting Protein Kinase Gene from Wheat, Confers Salt Stress Tolerance in Transgenic Tobacco","['Xiaomin Deng', 'Wei Hu', 'Shuya Wei', 'Shiyi Zhou', 'Fan Zhang', 'Jiapeng Han', 'Lihong Chen', 'Yin Li', 'Jialu Feng', 'Bin Fang', 'Qingchen Luo', 'Shasha Li', 'Yunyi Liu', 'Guangxiao Yang', 'Guangyuan He']",PLoS ONE,http://europepmc.org/articles/PMC3726728?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0108903,Maternal Obesity and Tobacco Use Modify the Impact of Genetic Variants on the Occurrence of Conotruncal Heart Defects,"['Xinyu Tang', 'Todd G. Nick', 'Mario A. Cleves', 'Stephen W. Erickson', 'Ming Li', 'Jingyun Li', 'Stewart L. MacLeod', 'Charlotte A. Hobbs']",PLoS ONE,http://europepmc.org/articles/PMC4183535?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0087869,Sense Transgene-Induced Post-Transcriptional Gene Silencing in Tobacco Compromises the Splicing of Endogenous Counterpart Genes,"['Mi-Rae Shin', 'Masaya Natsuume', 'Takashi Matsumoto', 'Mitsumasa Hanaoka', 'Misaki Imai', 'Ken Iijima', 'Shin-ichiro Oka', 'Eri Adachi', 'Hiroaki Kodama']",PLoS ONE,http://europepmc.org/articles/PMC3931610?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0157592,"Tobacco Use, Insulin Resistance, and Risk of Type 2 Diabetes: Results from the Multi-Ethnic Study of Atherosclerosis","['Rachel J. Keith', 'Mahmoud Al Rifai', 'Christopher Carruba', 'Natasha De Jarnett', 'John W. McEvoy', 'Aruni Bhatnagar', 'Michael J. Blaha', 'Andrew P. Defilippis']",PLoS ONE,http://europepmc.org/articles/PMC4913922?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0111028,Tobacco Smoke and Risk of Childhood Acute Non-Lymphocytic Leukemia: Findings from the SETIL Study,"['Stefano Mattioli', 'Andrea Farioli', 'Patrizia Legittimo', 'Lucia Miligi', 'Alessandra Benvenuti', 'Alessandra Ranucci', 'Alberto Salvan', 'Roberto Rondelli', 'Corrado Magnani', 'on behalf of the SETIL Study Group ']",PLoS ONE,http://europepmc.org/articles/PMC4234298?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0023776,An <i>Arabidopsis</i> Mitochondrial Uncoupling Protein Confers Tolerance to Drought and Salt Stress in Transgenic Tobacco Plants,"['Kevin Begcy', 'Eduardo D. Mariano', 'Lucia Mattiello', 'Alessandra V. Nunes', 'Paulo Mazzafera', 'Ivan G. Maia', 'Marcelo Menossi']",PLoS ONE,http://europepmc.org/articles/PMC3166057?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0059802,Truncated Cotton Subtilase Promoter Directs Guard Cell-Specific Expression of Foreign Genes in Tobacco and Arabidopsis,"['Lei Han', 'Ya-Nan Han', 'Xing-Guo Xiao']",PLoS ONE,http://europepmc.org/articles/PMC3612094?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0034783,"Effects of Aluminum Oxide Nanoparticles on the Growth, Development, and microRNA Expression of Tobacco (<i>Nicotiana tabacum</i>)","['Caitlin E. Burklew', 'Jordan Ashlock', 'William B. Winfrey', 'Baohong Zhang']",PLoS ONE,http://europepmc.org/articles/PMC3350507?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0159588,Suppression of Reactive Oxygen Species Accumulation in Chloroplasts Prevents Leaf Damage but Not Growth Arrest in Salt-Stressed Tobacco Plants,"['Anabella F. Lodeyro', 'Mariana Giró', 'Hugo O. Poli', 'Gabriel Bettucci', 'Adriana Cortadi', 'Alejandro M. Ferri', 'Néstor Carrillo']",PLoS ONE,http://europepmc.org/articles/PMC4956149?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0180445,Oral cancer via the bargain bin: The risk of oral cancer associated with a smokeless tobacco product (<i>Naswar</i>),"['Zohaib Khan', 'Steffen Dreger', 'Syed Majid Hussain Shah', 'Hermann Pohlabeln', 'Sheraz Khan', 'Zakir Ullah', 'Basheer Rehman', 'Hajo Zeeb']",PLoS ONE,http://europepmc.org/articles/PMC5503251?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0061743,Toxicological Effects of the Different Substances in Tobacco Smoke on Human Embryonic Development by a Systems Chemo-Biology Approach,"['Bruno César Feltes', 'Joice de Faria Poloni', 'Daniel Luis Notari', 'Diego Bonatto']",PLoS ONE,http://europepmc.org/articles/PMC3639264?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0019732,Novel AroA from <i>Pseudomonas putida</i> Confers Tobacco Plant with High Tolerance to Glyphosate,"['Hai-Qin Yan', 'Su-Hua Chang', 'Zhe-Xian Tian', 'Le Zhang', 'Yi-Cheng Sun', 'Yan Li', 'Jing Wang', 'Yi-Ping Wang']",PLoS ONE,http://europepmc.org/articles/PMC3097199?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0183471,Mixed methods research in tobacco control with youth and young adults: A methodological review of current strategies,"['Craig S. Fryer', 'Elizabeth L. Seaman', 'Rachael S. Clark', 'Vicki L. Plano Clark']",PLoS ONE,http://europepmc.org/articles/PMC5571971?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0059684,"The HopQ1 Effector’s Nucleoside Hydrolase-Like Domain Is Required for Bacterial Virulence in Arabidopsis and Tomato, but Not Host Recognition in Tobacco","['Wei Li', 'Yi-Hsuan Chiang', 'Gitta Coaker']",PLoS ONE,http://europepmc.org/articles/PMC3608555?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0007474,Rapid Modification of Proteins Using a Rapamycin-Inducible Tobacco Etch Virus Protease System,"['Damian J. Williams', 'Henry L. Puhl III', 'Stephen R. Ikeda']",PLoS ONE,http://europepmc.org/articles/PMC2760398?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0170931,The signal peptide-like segment of hpaXm is required for its association to the cell wall in transgenic tobacco plants,"['Le Li', 'Weiguo Miao', 'Wenbo Liu', 'Shujian Zhang']",PLoS ONE,http://europepmc.org/articles/PMC5283683?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0073657,"Use of Recombinant Tobacco Mosaic Virus To Achieve RNA Interference in Plants against the Citrus Mealybug, <i>Planococcus citri</i> (Hemiptera: Pseudococcidae)","['Arif Muhammad Khan', 'Muhammad Ashfaq', 'Zsofia Kiss', 'Azhar Abbas Khan', 'Shahid Mansoor', 'Bryce W. Falk']",PLoS ONE,http://europepmc.org/articles/PMC3767618?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0149980,<i>Paenibacillus lentimorbus</i> Inoculation Enhances Tobacco Growth and Extenuates the Virulence of <i>Cucumber mosaic virus</i>,"['Susheel Kumar', 'Puneet Singh Chauhan', 'Lalit Agrawal', 'Rashmi Raj', 'Ashish Srivastava', 'Swati Gupta', 'Shashank Kumar Mishra', 'Sumit Yadav', 'Poonam C. Singh', 'Shri Krishna Raj', 'Chandra Shekhar Nautiyal']",PLoS ONE,http://europepmc.org/articles/PMC4774868?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0050576,Why Have Tobacco Control Policies Stalled? Using Genetic Moderation to Examine Policy Impacts,['Jason M. Fletcher'],PLoS ONE,http://europepmc.org/articles/PMC3515624?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0028565,Differential Expression of miRNAs in Response to Topping in Flue-Cured Tobacco (<i>Nicotiana tabacum</i>) Roots,"['Hongxiang Guo', 'Yunchao Kan', 'Weiqun Liu']",PLoS ONE,http://europepmc.org/articles/PMC3237444?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0136210,"<i>Potato virus Y</i> HC-Pro Reduces the ATPase Activity of NtMinD, Which Results in Enlarged Chloroplasts in HC-Pro Transgenic Tobacco","['Yayi Tu', 'Zhenqian Zhang', 'Daofeng Li', 'Heng Li', 'Jiangli Dong', 'Tao Wang']",PLoS ONE,http://europepmc.org/articles/PMC4550256?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0017489,TACE/ADAM-17 Phosphorylation by PKC-Epsilon Mediates Premalignant Changes in Tobacco Smoke-Exposed Lung Cells,"['Hassan Lemjabbar-Alaoui', 'Sukhvinder S. Sidhu', 'Aklilu Mengistab', 'Marianne Gallup', 'Carol Basbaum']",PLoS ONE,http://europepmc.org/articles/PMC3057966?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
